phase_name,Zn,Mg,Cu
LIQUID,76,5,19
LIQUID,76,6,18
LIQUID,76,7,17
LIQUID,76,8,16
LIQUID,76,9,15
LIQUID,76,10,14
LIQUID,76,11,13
LIQUID,76,12,12
LIQUID,76,13,11
LIQUID,76,14,10
LIQUID,76,15,9
LIQUID,76,16,8
LIQUID,76,17,7
LIQUID,76,18,6
LIQUID,76,19,5
LIQUID,76,20,4
LIQUID,76,21,3
LIQUID,76,22,2
LIQUID,76,23,1
LIQUID,76,24,0
BCC_A2+LIQUID,75,0,25
BCC_A2+LIQUID,75,1,24
BCC_A2+LIQUID,75,2,23
LIQUID,75,3,22
LIQUID,75,4,21
LIQUID,75,5,20
LIQUID,75,6,19
LIQUID,75,7,18
LIQUID,75,8,17
LIQUID,75,9,16
LIQUID,75,10,15
LIQUID,75,11,14
LIQUID,75,12,13
LIQUID,75,13,12
LIQUID,75,14,11
LIQUID,75,15,10
LIQUID,75,16,9
LIQUID,75,17,8
LIQUID,75,18,7
LIQUID,75,19,6
LIQUID,75,20,5
LIQUID,75,21,4
LIQUID,75,22,3
LIQUID,75,23,2
LIQUID,75,24,1
LIQUID,75,25,0
BCC_A2+LIQUID,74,0,26
BCC_A2+LIQUID,74,1,25
BCC_A2+LIQUID,74,2,24
LIQUID,74,3,23
LIQUID,74,4,22
LIQUID,74,5,21
LIQUID,74,6,20
LIQUID,74,7,19
LIQUID,74,8,18
LIQUID,74,9,17
LIQUID,74,10,16
LIQUID,74,11,15
LIQUID,74,12,14
LIQUID,74,13,13
LIQUID,74,14,12
LIQUID,74,15,11
LIQUID,74,16,10
LIQUID,74,17,9
LIQUID,74,18,8
LIQUID,74,19,7
LIQUID,74,20,6
LIQUID,74,21,5
LIQUID,74,22,4
LIQUID,74,23,3
LIQUID,74,24,2
LIQUID,74,25,1
LIQUID,74,26,0
BCC_A2+LIQUID,73,0,27
BCC_A2+LIQUID,73,1,26
BCC_A2+LIQUID,73,2,25
GAMMA_D83+LIQUID,73,3,24
LIQUID,73,4,23
LIQUID,73,5,22
LIQUID,73,6,21
LIQUID,73,7,20
LIQUID,73,8,19
LIQUID,73,9,18
LIQUID,73,10,17
LIQUID,73,11,16
LIQUID,73,12,15
LIQUID,73,13,14
LIQUID,73,14,13
LIQUID,73,15,12
LIQUID,73,16,11
LIQUID,73,17,10
LIQUID,73,18,9
LIQUID,73,19,8
LIQUID,73,20,7
LIQUID,73,21,6
LIQUID,73,22,5
LIQUID,73,23,4
LIQUID,73,24,3
LIQUID,73,25,2
LIQUID,73,26,1
LIQUID,73,27,0
BCC_A2+GAMMA_D83,72,0,28
GAMMA_D83+LIQUID,72,1,27
GAMMA_D83+LIQUID,72,2,26
GAMMA_D83+LIQUID,72,3,25
GAMMA_D83+LIQUID,72,4,24
LIQUID,72,5,23
LIQUID,72,6,22
LIQUID,72,7,21
LIQUID,72,8,20
LIQUID,72,9,19
LIQUID,72,10,18
LIQUID,72,11,17
LIQUID,72,12,16
LIQUID,72,13,15
LIQUID,72,14,14
LIQUID,72,15,13
LIQUID,72,16,12
LIQUID,72,17,11
LIQUID,72,18,10
LIQUID,72,19,9
LIQUID,72,20,8
LIQUID,72,21,7
LIQUID,72,22,6
LIQUID,72,23,5
LIQUID,72,24,4
LIQUID,72,25,3
LIQUID,72,26,2
LIQUID,72,27,1
LIQUID,72,28,0
BCC_A2+GAMMA_D83,71,0,29
BCC_A2+GAMMA_D83,71,1,28
GAMMA_D83+LIQUID,71,2,27
GAMMA_D83+LIQUID,71,3,26
GAMMA_D83+LIQUID,71,4,25
GAMMA_D83+LIQUID,71,5,24
LIQUID,71,6,23
LIQUID,71,7,22
LIQUID,71,8,21
LIQUID,71,9,20
LIQUID,71,10,19
LIQUID,71,11,18
LIQUID,71,12,17
LIQUID,71,13,16
LIQUID,71,14,15
LIQUID,71,15,14
LIQUID,71,16,13
LIQUID,71,17,12
LIQUID,71,18,11
LIQUID,71,19,10
LIQUID,71,20,9
LIQUID,71,21,8
LIQUID,71,22,7
LIQUID,71,23,6
LIQUID,71,24,5
LIQUID,71,25,4
LIQUID,71,26,3
LIQUID,71,27,2
LIQUID,71,28,1
LIQUID,71,29,0
BCC_A2+GAMMA_D83,70,0,30
BCC_A2+GAMMA_D83,70,1,29
GAMMA_D83+LIQUID,70,2,28
GAMMA_D83+LIQUID,70,3,27
GAMMA_D83+LIQUID,70,4,26
GAMMA_D83+LIQUID,70,5,25
GAMMA_D83+LIQUID,70,6,24
LIQUID,70,7,23
LIQUID,70,8,22
LIQUID,70,9,21
LIQUID,70,10,20
LIQUID,70,11,19
LIQUID,70,12,18
LIQUID,70,13,17
LIQUID,70,14,16
LIQUID,70,15,15
LIQUID,70,16,14
LIQUID,70,17,13
LIQUID,70,18,12
LIQUID,70,19,11
LIQUID,70,20,10
LIQUID,70,21,9
LIQUID,70,22,8
LIQUID,70,23,7
LIQUID,70,24,6
LIQUID,70,25,5
LIQUID,70,26,4
LIQUID,70,27,3
LIQUID,70,28,2
LIQUID,70,29,1
LIQUID,70,30,0
BCC_A2+GAMMA_D83,69,0,31
BCC_A2+GAMMA_D83,69,1,30
BCC_A2+GAMMA_D83,69,2,29
GAMMA_D83+LIQUID,69,3,28
GAMMA_D83+LIQUID,69,4,27
GAMMA_D83+LIQUID,69,5,26
GAMMA_D83+LIQUID,69,6,25
GAMMA_D83+LIQUID,69,7,24
LIQUID,69,8,23
LIQUID,69,9,22
LIQUID,69,10,21
LIQUID,69,11,20
LIQUID,69,12,19
LIQUID,69,13,18
LIQUID,69,14,17
LIQUID,69,15,16
LIQUID,69,16,15
LIQUID,69,17,14
LIQUID,69,18,13
LIQUID,69,19,12
LIQUID,69,20,11
LIQUID,69,21,10
LIQUID,69,22,9
LIQUID,69,23,8
LIQUID,69,24,7
LIQUID,69,25,6
LIQUID,69,26,5
LIQUID,69,27,4
LIQUID,69,28,3
LIQUID,69,29,2
LIQUID,69,30,1
LIQUID,69,31,0
BCC_A2+GAMMA_D83,68,0,32
BCC_A2+GAMMA_D83,68,1,31
GAMMA_D83+LIQUID,68,2,30
GAMMA_D83+LIQUID,68,3,29
GAMMA_D83+LIQUID,68,4,28
GAMMA_D83+LIQUID,68,5,27
GAMMA_D83+LIQUID,68,6,26
GAMMA_D83+LIQUID,68,7,25
LIQUID,68,8,24
LIQUID,68,9,23
LIQUID,68,10,22
LIQUID,68,11,21
LIQUID,68,12,20
LIQUID,68,13,19
LIQUID,68,14,18
LIQUID,68,15,17
LIQUID,68,16,16
LIQUID,68,17,15
LIQUID,68,18,14
LIQUID,68,19,13
LIQUID,68,20,12
LIQUID,68,21,11
LIQUID,68,22,10
LIQUID,68,23,9
LIQUID,68,24,8
LIQUID,68,25,7
LIQUID,68,26,6
LIQUID,68,27,5
LIQUID,68,28,4
LIQUID,68,29,3
LIQUID,68,30,2
LIQUID,68,31,1
LIQUID,68,32,0
GAMMA_D83,67,0,33
GAMMA_D83+LIQUID,67,1,32
GAMMA_D83+LIQUID,67,2,31
GAMMA_D83+LIQUID,67,3,30
GAMMA_D83+LIQUID,67,4,29
GAMMA_D83+LIQUID,67,5,28
GAMMA_D83+LIQUID,67,6,27
GAMMA_D83+LIQUID,67,7,26
LIQUID,67,8,25
LIQUID,67,9,24
LIQUID,67,10,23
LIQUID,67,11,22
LIQUID,67,12,21
LIQUID,67,13,20
LIQUID,67,14,19
LIQUID,67,15,18
LIQUID,67,16,17
LIQUID,67,17,16
LIQUID,67,18,15
LIQUID,67,19,14
LIQUID,67,20,13
LIQUID,67,21,12
LIQUID,67,22,11
LIQUID,67,23,10
LIQUID,67,24,9
LIQUID,67,25,8
LIQUID,67,26,7
LIQUID,67,27,6
LIQUID,67,28,5
LIQUID,67,29,4
LIQUID,67,30,3
LIQUID,67,31,2
LIQUID,67,32,1
LIQUID,67,33,0
GAMMA_D83,66,0,34
GAMMA_D83,66,1,33
GAMMA_D83+LIQUID,66,2,32
GAMMA_D83+LIQUID,66,3,31
GAMMA_D83+LIQUID,66,4,30
GAMMA_D83+LIQUID,66,5,29
GAMMA_D83+LIQUID,66,6,28
GAMMA_D83+LIQUID,66,7,27
LIQUID,66,8,26
LIQUID,66,9,25
LIQUID,66,10,24
LIQUID,66,11,23
LIQUID,66,12,22
LIQUID,66,13,21
LIQUID,66,14,20
LIQUID,66,15,19
LIQUID,66,16,18
LIQUID,66,17,17
LAVES_C15+LIQUID,66,18,16
LAVES_C15+LIQUID,66,19,15
LAVES_C15+LIQUID,66,20,14
LAVES_C15+LIQUID,66,21,13
LIQUID,66,22,12
LAVES_C36+LIQUID,66,23,11
LAVES_C36+LIQUID,66,24,10
LAVES_C36+LIQUID,66,25,9
LAVES_C36+LIQUID,66,26,8
LIQUID,66,27,7
LIQUID,66,28,6
LIQUID,66,29,5
LIQUID,66,30,4
LIQUID,66,31,3
LIQUID,66,32,2
LIQUID,66,33,1
LIQUID,66,34,0
GAMMA_D83,65,0,35
GAMMA_D83,65,1,34
GAMMA_D83,65,2,33
GAMMA_D83+LIQUID,65,3,32
GAMMA_D83+LIQUID,65,4,31
GAMMA_D83+LIQUID,65,5,30
GAMMA_D83+LIQUID,65,6,29
GAMMA_D83+LIQUID,65,7,28
GAMMA_D83+LIQUID,65,8,27
LIQUID,65,9,26
LIQUID,65,10,25
LIQUID,65,11,24
LIQUID,65,12,23
LIQUID,65,13,22
LIQUID,65,14,21
LIQUID,65,15,20
LIQUID,65,16,19
LIQUID,65,17,18
LAVES_C15+LIQUID,65,18,17
LAVES_C15+LIQUID,65,19,16
LAVES_C15+LIQUID,65,20,15
LAVES_C15+LIQUID,65,21,14
LAVES_C15+LIQUID,65,22,13
LAVES_C36+LIQUID,65,23,12
LAVES_C36+LIQUID,65,24,11
LAVES_C36+LIQUID,65,25,10
LAVES_C36+LIQUID,65,26,9
LAVES_C36+LIQUID,65,27,8
LIQUID,65,28,7
LIQUID,65,29,6
LIQUID,65,30,5
LIQUID,65,31,4
LIQUID,65,32,3
LIQUID,65,33,2
LIQUID,65,34,1
LIQUID,65,35,0
GAMMA_D83,64,0,36
GAMMA_D83,64,1,35
GAMMA_D83,64,2,34
GAMMA_D83+LIQUID,64,3,33
GAMMA_D83+LIQUID,64,4,32
GAMMA_D83+LIQUID,64,5,31
GAMMA_D83+LIQUID,64,6,30
GAMMA_D83+LIQUID,64,7,29
GAMMA_D83+LIQUID,64,8,28
GAMMA_D83+LIQUID,64,9,27
LIQUID,64,10,26
LIQUID,64,11,25
LIQUID,64,12,24
LIQUID,64,13,23
LIQUID,64,14,22
LIQUID,64,15,21
LIQUID,64,16,20
LIQUID,64,17,19
LAVES_C15+LIQUID,64,18,18
LAVES_C15+LIQUID,64,19,17
LAVES_C15+LIQUID,64,20,16
LAVES_C15+LIQUID,64,21,15
LAVES_C15+LIQUID,64,22,14
LAVES_C36+LIQUID,64,23,13
LAVES_C36+LIQUID,64,24,12
LAVES_C36+LIQUID,64,25,11
LAVES_C36+LIQUID,64,26,10
LAVES_C36+LIQUID,64,27,9
LAVES_C36+LIQUID,64,28,8
LIQUID,64,29,7
LIQUID,64,30,6
LIQUID,64,31,5
LIQUID,64,32,4
LIQUID,64,33,3
LIQUID,64,34,2
LIQUID,64,35,1
LIQUID,64,36,0
GAMMA_D83,63,0,37
GAMMA_D83,63,1,36
GAMMA_D83,63,2,35
GAMMA_D83,63,3,34
GAMMA_D83+LIQUID,63,4,33
GAMMA_D83+LIQUID,63,5,32
GAMMA_D83+LIQUID,63,6,31
GAMMA_D83+LIQUID,63,7,30
GAMMA_D83+LIQUID,63,8,29
GAMMA_D83+LIQUID,63,9,28
GAMMA_D83+LIQUID,63,10,27
LIQUID,63,11,26
LIQUID,63,12,25
LIQUID,63,13,24
LIQUID,63,14,23
LIQUID,63,15,22
LIQUID,63,16,21
LAVES_C15+LIQUID,63,17,20
LAVES_C15+LIQUID,63,18,19
LAVES_C15+LIQUID,63,19,18
LAVES_C15+LIQUID,63,20,17
LAVES_C15+LIQUID,63,21,16
LAVES_C15+LIQUID,63,22,15
LAVES_C15+LIQUID,63,23,14
LAVES_C36+LIQUID,63,24,13
LAVES_C36+LIQUID,63,25,12
LAVES_C36+LIQUID,63,26,11
LAVES_C36+LIQUID,63,27,10
LAVES_C36+LIQUID,63,28,9
LAVES_C36+LIQUID,63,29,8
LAVES_C36+LIQUID,63,30,7
LIQUID,63,31,6
LIQUID,63,32,5
LIQUID,63,33,4
LIQUID,63,34,3
LIQUID,63,35,2
LIQUID,63,36,1
LIQUID,63,37,0
GAMMA_D83,62,0,38
GAMMA_D83,62,1,37
GAMMA_D83,62,2,36
GAMMA_D83,62,3,35
GAMMA_D83+LIQUID,62,4,34
GAMMA_D83+LIQUID,62,5,33
GAMMA_D83+LIQUID,62,6,32
GAMMA_D83+LIQUID,62,7,31
GAMMA_D83+LIQUID,62,8,30
GAMMA_D83+LIQUID,62,9,29
GAMMA_D83+LIQUID,62,10,28
GAMMA_D83+LIQUID,62,11,27
LIQUID,62,12,26
LAVES_C15+LIQUID,62,13,25
LAVES_C15+LIQUID,62,14,24
LAVES_C15+LIQUID,62,15,23
LAVES_C15+LIQUID,62,16,22
LAVES_C15+LIQUID,62,17,21
LAVES_C15+LIQUID,62,18,20
LAVES_C15+LIQUID,62,19,19
LAVES_C15+LIQUID,62,20,18
LAVES_C15+LIQUID,62,21,17
LAVES_C15+LIQUID,62,22,16
LAVES_C15+LIQUID,62,23,15
LAVES_C15+LAVES_C36+LIQUID,62,24,14
LAVES_C36+LIQUID,62,25,13
LAVES_C36+LIQUID,62,26,12
LAVES_C36+LIQUID,62,27,11
LAVES_C36+LIQUID,62,28,10
LAVES_C36+LIQUID,62,29,9
LAVES_C36+LIQUID,62,30,8
LAVES_C36+LIQUID,62,31,7
LAVES_C36+LIQUID,62,32,6
LAVES_C36+LIQUID,62,33,5
LAVES_C36+LIQUID,62,34,4
LIQUID,62,35,3
LIQUID,62,36,2
LIQUID,62,37,1
LIQUID,62,38,0
GAMMA_D83,61,0,39
GAMMA_D83,61,1,38
GAMMA_D83,61,2,37
GAMMA_D83+LIQUID,61,3,36
GAMMA_D83+LIQUID,61,4,35
GAMMA_D83+LIQUID,61,5,34
GAMMA_D83+LIQUID,61,6,33
GAMMA_D83+LIQUID,61,7,32
GAMMA_D83+LIQUID,61,8,31
GAMMA_D83+LIQUID,61,9,30
GAMMA_D83+LIQUID,61,10,29
GAMMA_D83+LIQUID,61,11,28
LAVES_C15+LIQUID,61,12,27
LAVES_C15+LIQUID,61,13,26
LAVES_C15+LIQUID,61,14,25
LAVES_C15+LIQUID,61,15,24
LAVES_C15+LIQUID,61,16,23
LAVES_C15+LIQUID,61,17,22
LAVES_C15+LIQUID,61,18,21
LAVES_C15+LIQUID,61,19,20
LAVES_C15+LIQUID,61,20,19
LAVES_C15+LIQUID,61,21,18
LAVES_C15+LIQUID,61,22,17
LAVES_C15+LIQUID,61,23,16
LAVES_C15+LAVES_C36+LIQUID,61,24,15
LAVES_C15+LAVES_C36+LIQUID,61,25,14
LAVES_C15+LAVES_C36+LIQUID,61,26,13
LAVES_C36+LIQUID,61,27,12
LAVES_C36+LIQUID,61,28,11
LAVES_C36+LIQUID,61,29,10
LAVES_C36+LIQUID,61,30,9
LAVES_C36+LIQUID,61,31,8
LAVES_C36+LIQUID,61,32,7
LAVES_C36+LIQUID,61,33,6
LAVES_C36+LIQUID,61,34,5
LAVES_C36+LIQUID,61,35,4
LAVES_C36+LIQUID,61,36,3
LIQUID,61,37,2
LIQUID,61,38,1
LIQUID,61,39,0
GAMMA_D83,60,0,40
GAMMA_D83,60,1,39
GAMMA_D83,60,2,38
GAMMA_D83,60,3,37
GAMMA_D83+LIQUID,60,4,36
GAMMA_D83+LIQUID,60,5,35
GAMMA_D83+LIQUID,60,6,34
GAMMA_D83+LIQUID,60,7,33
GAMMA_D83+LIQUID,60,8,32
GAMMA_D83+LIQUID,60,9,31
GAMMA_D83+LIQUID,60,10,30
GAMMA_D83+LIQUID,60,11,29
GAMMA_D83+LIQUID,60,12,28
LAVES_C15+LIQUID,60,13,27
LAVES_C15+LIQUID,60,14,26
LAVES_C15+LIQUID,60,15,25
LAVES_C15+LIQUID,60,16,24
LAVES_C15+LIQUID,60,17,23
LAVES_C15+LIQUID,60,18,22
LAVES_C15+LIQUID,60,19,21
LAVES_C15+LIQUID,60,20,20
LAVES_C15+LIQUID,60,21,19
LAVES_C15+LIQUID,60,22,18
LAVES_C15+LIQUID,60,23,17
LAVES_C15+LAVES_C36+LIQUID,60,24,16
LAVES_C15+LAVES_C36+LIQUID,60,25,15
LAVES_C15+LAVES_C36+LIQUID,60,26,14
LAVES_C36+LIQUID,60,27,13
LAVES_C36+LIQUID,60,28,12
LAVES_C36+LIQUID,60,29,11
LAVES_C36+LIQUID,60,30,10
LAVES_C36+LIQUID,60,31,9
LAVES_C36+LIQUID,60,32,8
LAVES_C36+LIQUID,60,33,7
LAVES_C36+LIQUID,60,34,6
LAVES_C36+LIQUID,60,35,5
LAVES_C36+LIQUID,60,36,4
LAVES_C36+LIQUID,60,37,3
LIQUID,60,38,2
LIQUID,60,39,1
LIQUID,60,40,0
GAMMA_D83,59,0,41
GAMMA_D83,59,1,40
GAMMA_D83,59,2,39
GAMMA_D83,59,3,38
GAMMA_D83+LIQUID,59,4,37
GAMMA_D83+LIQUID,59,5,36
GAMMA_D83+LIQUID,59,6,35
GAMMA_D83+LIQUID,59,7,34
GAMMA_D83+LIQUID,59,8,33
GAMMA_D83+LIQUID,59,9,32
GAMMA_D83+LIQUID,59,10,31
GAMMA_D83+LIQUID,59,11,30
GAMMA_D83+LIQUID,59,12,29
LAVES_C15+LIQUID,59,13,28
LAVES_C15+LIQUID,59,14,27
LAVES_C15+LIQUID,59,15,26
LAVES_C15+LIQUID,59,16,25
LAVES_C15+LIQUID,59,17,24
LAVES_C15+LIQUID,59,18,23
LAVES_C15+LIQUID,59,19,22
LAVES_C15+LIQUID,59,20,21
LAVES_C15+LIQUID,59,21,20
LAVES_C15+LIQUID,59,22,19
LAVES_C15+LIQUID,59,23,18
LAVES_C15+LIQUID,59,24,17
LAVES_C15+LAVES_C36+LIQUID,59,25,16
LAVES_C15+LAVES_C36+LIQUID,59,26,15
LAVES_C15+LAVES_C36+LIQUID,59,27,14
LAVES_C36+LIQUID,59,28,13
LAVES_C36+LIQUID,59,29,12
LAVES_C36+LIQUID,59,30,11
LAVES_C36+LIQUID,59,31,10
LAVES_C36+LIQUID,59,32,9
LAVES_C36+LIQUID,59,33,8
LAVES_C36+LIQUID,59,34,7
LAVES_C36+LIQUID,59,35,6
LAVES_C36+LIQUID,59,36,5
LAVES_C36+LIQUID,59,37,4
LIQUID,59,38,3
LIQUID,59,39,2
LIQUID,59,40,1
LIQUID,59,41,0
GAMMA_D83,58,0,42
GAMMA_D83,58,1,41
GAMMA_D83,58,2,40
BCC_A2+GAMMA_D83+LAVES_C15,58,3,39
GAMMA_D83+LIQUID,58,4,38
GAMMA_D83+LIQUID,58,5,37
GAMMA_D83+LIQUID,58,6,36
GAMMA_D83+LIQUID,58,7,35
GAMMA_D83+LIQUID,58,8,34
GAMMA_D83+LIQUID,58,9,33
GAMMA_D83+LIQUID,58,10,32
GAMMA_D83+LIQUID,58,11,31
LAVES_C15+LIQUID,58,12,30
LAVES_C15+LIQUID,58,13,29
LAVES_C15+LIQUID,58,14,28
LAVES_C15+LIQUID,58,15,27
LAVES_C15+LIQUID,58,16,26
LAVES_C15+LIQUID,58,17,25
LAVES_C15+LIQUID,58,18,24
LAVES_C15+LIQUID,58,19,23
LAVES_C15+LIQUID,58,20,22
LAVES_C15+LIQUID,58,21,21
LAVES_C15+LIQUID,58,22,20
LAVES_C15+LIQUID,58,23,19
LAVES_C15+LIQUID,58,24,18
LAVES_C15+LIQUID,58,25,17
LAVES_C15+LAVES_C36+LIQUID,58,26,16
LAVES_C15+LAVES_C36+LIQUID,58,27,15
LAVES_C36+LIQUID,58,28,14
LAVES_C36+LIQUID,58,29,13
LAVES_C36+LIQUID,58,30,12
LAVES_C36+LIQUID,58,31,11
LAVES_C36+LIQUID,58,32,10
LAVES_C36+LIQUID,58,33,9
LAVES_C36+LIQUID,58,34,8
LAVES_C36+LIQUID,58,35,7
LAVES_C36+LIQUID,58,36,6
LAVES_C36+LIQUID,58,37,5
