phase_name,Zn,Mg,Cu
LIQUID,100,0,0
LIQUID,99,0,1
LIQUID,99,1,0
LIQUID,98,0,2
LIQUID,98,1,1
LIQUID,98,2,0
LIQUID,97,0,3
LIQUID,97,1,2
LIQUID,97,2,1
LIQUID,97,3,0
LIQUID,96,0,4
LIQUID,96,1,3
LIQUID,96,2,2
LIQUID,96,3,1
LIQUID,96,4,0
LIQUID,95,0,5
LIQUID,95,1,4
LIQUID,95,2,3
LIQUID,95,3,2
LIQUID,95,4,1
LIQUID,95,5,0
LIQUID,94,0,6
LIQUID,94,1,5
LIQUID,94,2,4
LIQUID,94,3,3
LIQUID,94,4,2
LIQUID,94,5,1
LIQUID,94,6,0
LIQUID,93,0,7
LIQUID,93,1,6
LIQUID,93,2,5
LIQUID,93,3,4
LIQUID,93,4,3
LIQUID,93,5,2
LIQUID,93,6,1
LIQUID,93,7,0
LIQUID,92,0,8
LIQUID,92,1,7
LIQUID,92,2,6
LIQUID,92,3,5
LIQUID,92,4,4
LIQUID,92,5,3
LIQUID,92,6,2
LIQUID,92,7,1
LIQUID,92,8,0
LIQUID,91,0,9
LIQUID,91,1,8
LIQUID,91,2,7
LIQUID,91,3,6
LIQUID,91,4,5
LIQUID,91,5,4
LIQUID,91,6,3
LIQUID,91,7,2
LIQUID,91,8,1
LIQUID,91,9,0
LIQUID,90,0,10
LIQUID,90,1,9
LIQUID,90,2,8
LIQUID,90,3,7
LIQUID,90,4,6
LIQUID,90,5,5
LIQUID,90,6,4
LIQUID,90,7,3
LIQUID,90,8,2
LIQUID,90,9,1
LIQUID,90,10,0
LIQUID,89,0,11
LIQUID,89,1,10
LIQUID,89,2,9
LIQUID,89,3,8
LIQUID,89,4,7
LIQUID,89,5,6
LIQUID,89,6,5
LIQUID,89,7,4
LIQUID,89,8,3
LIQUID,89,9,2
LIQUID,89,10,1
LIQUID,89,11,0
LIQUID,88,0,12
LIQUID,88,1,11
LIQUID,88,2,10
LIQUID,88,3,9
LIQUID,88,4,8
LIQUID,88,5,7
LIQUID,88,6,6
LIQUID,88,7,5
LIQUID,88,8,4
LIQUID,88,9,3
LIQUID,88,10,2
LIQUID,88,11,1
LIQUID,88,12,0
LIQUID,87,0,13
LIQUID,87,1,12
LIQUID,87,2,11
LIQUID,87,3,10
LIQUID,87,4,9
LIQUID,87,5,8
LIQUID,87,6,7
LIQUID,87,7,6
LIQUID,87,8,5
LIQUID,87,9,4
LIQUID,87,10,3
LIQUID,87,11,2
LIQUID,87,12,1
LIQUID,87,13,0
LIQUID,86,0,14
LIQUID,86,1,13
LIQUID,86,2,12
LIQUID,86,3,11
LIQUID,86,4,10
LIQUID,86,5,9
LIQUID,86,6,8
LIQUID,86,7,7
LIQUID,86,8,6
LIQUID,86,9,5
LIQUID,86,10,4
LIQUID,86,11,3
LIQUID,86,12,2
LIQUID,86,13,1
LIQUID,86,14,0
LIQUID,85,0,15
LIQUID,85,1,14
LIQUID,85,2,13
LIQUID,85,3,12
LIQUID,85,4,11
LIQUID,85,5,10
LIQUID,85,6,9
LIQUID,85,7,8
LIQUID,85,8,7
LIQUID,85,9,6
LIQUID,85,10,5
LIQUID,85,11,4
LIQUID,85,12,3
LIQUID,85,13,2
LIQUID,85,14,1
LIQUID,85,15,0
LIQUID,84,0,16
LIQUID,84,1,15
LIQUID,84,2,14
LIQUID,84,3,13
LIQUID,84,4,12
LIQUID,84,5,11
LIQUID,84,6,10
LIQUID,84,7,9
LIQUID,84,8,8
LIQUID,84,9,7
LIQUID,84,10,6
LIQUID,84,11,5
LIQUID,84,12,4
LIQUID,84,13,3
LIQUID,84,14,2
LIQUID,84,15,1
LIQUID,84,16,0
LIQUID,83,0,17
LIQUID,83,1,16
LIQUID,83,2,15
LIQUID,83,3,14
LIQUID,83,4,13
LIQUID,83,5,12
LIQUID,83,6,11
LIQUID,83,7,10
LIQUID,83,8,9
LIQUID,83,9,8
LIQUID,83,10,7
LIQUID,83,11,6
LIQUID,83,12,5
LIQUID,83,13,4
LIQUID,83,14,3
LIQUID,83,15,2
LIQUID,83,16,1
LIQUID,83,17,0
LIQUID,82,0,18
LIQUID,82,1,17
LIQUID,82,2,16
LIQUID,82,3,15
LIQUID,82,4,14
LIQUID,82,5,13
LIQUID,82,6,12
LIQUID,82,7,11
LIQUID,82,8,10
LIQUID,82,9,9
LIQUID,82,10,8
LIQUID,82,11,7
LIQUID,82,12,6
LIQUID,82,13,5
LIQUID,82,14,4
LIQUID,82,15,3
LIQUID,82,16,2
LIQUID,82,17,1
LIQUID,82,18,0
LIQUID,81,0,19
LIQUID,81,1,18
LIQUID,81,2,17
LIQUID,81,3,16
LIQUID,81,4,15
LIQUID,81,5,14
LIQUID,81,6,13
LIQUID,81,7,12
LIQUID,81,8,11
LIQUID,81,9,10
LIQUID,81,10,9
LIQUID,81,11,8
LIQUID,81,12,7
LIQUID,81,13,6
LIQUID,81,14,5
LIQUID,81,15,4
LIQUID,81,16,3
LIQUID,81,17,2
LIQUID,81,18,1
LIQUID,81,19,0
LIQUID,80,0,20
LIQUID,80,1,19
LIQUID,80,2,18
LIQUID,80,3,17
LIQUID,80,4,16
LIQUID,80,5,15
LIQUID,80,6,14
LIQUID,80,7,13
LIQUID,80,8,12
LIQUID,80,9,11
LIQUID,80,10,10
LIQUID,80,11,9
LIQUID,80,12,8
LIQUID,80,13,7
LIQUID,80,14,6
LIQUID,80,15,5
LIQUID,80,16,4
LIQUID,80,17,3
LIQUID,80,18,2
LIQUID,80,19,1
LIQUID,80,20,0
LIQUID,79,0,21
LIQUID,79,1,20
LIQUID,79,2,19
LIQUID,79,3,18
LIQUID,79,4,17
LIQUID,79,5,16
LIQUID,79,6,15
LIQUID,79,7,14
LIQUID,79,8,13
LIQUID,79,9,12
LIQUID,79,10,11
LIQUID,79,11,10
LIQUID,79,12,9
LIQUID,79,13,8
LIQUID,79,14,7
LIQUID,79,15,6
LIQUID,79,16,5
LIQUID,79,17,4
LIQUID,79,18,3
LIQUID,79,19,2
LIQUID,79,20,1
LIQUID,79,21,0
LIQUID,78,0,22
LIQUID,78,1,21
LIQUID,78,2,20
LIQUID,78,3,19
LIQUID,78,4,18
LIQUID,78,5,17
LIQUID,78,6,16
LIQUID,78,7,15
LIQUID,78,8,14
LIQUID,78,9,13
LIQUID,78,10,12
LIQUID,78,11,11
LIQUID,78,12,10
LIQUID,78,13,9
LIQUID,78,14,8
LIQUID,78,15,7
LIQUID,78,16,6
LIQUID,78,17,5
LIQUID,78,18,4
LIQUID,78,19,3
LIQUID,78,20,2
LIQUID,78,21,1
LIQUID,78,22,0
LIQUID,77,0,23
LIQUID,77,1,22
LIQUID,77,2,21
LIQUID,77,3,20
LIQUID,77,4,19
LIQUID,77,5,18
LIQUID,77,6,17
LIQUID,77,7,16
LIQUID,77,8,15
LIQUID,77,9,14
LIQUID,77,10,13
LIQUID,77,11,12
LIQUID,77,12,11
LIQUID,77,13,10
LIQUID,77,14,9
LIQUID,77,15,8
LIQUID,77,16,7
LIQUID,77,17,6
LIQUID,77,18,5
LIQUID,77,19,4
LIQUID,77,20,3
LIQUID,77,21,2
LIQUID,77,22,1
LIQUID,77,23,0
LIQUID,76,0,24
LIQUID,76,1,23
LIQUID,76,2,22
LIQUID,76,3,21
LIQUID,76,4,20
LIQUID,76,5,19
LIQUID,76,6,18
LIQUID,76,7,17
LIQUID,76,8,16
LIQUID,76,9,15
LIQUID,76,10,14
LIQUID,76,11,13
LIQUID,76,12,12
LIQUID,76,13,11
LIQUID,76,14,10
LIQUID,76,15,9
LIQUID,76,16,8
LIQUID,76,17,7
LIQUID,76,18,6
LIQUID,76,19,5
LIQUID,76,20,4
LIQUID,76,21,3
LIQUID,76,22,2
LIQUID,76,23,1
LIQUID,76,24,0
LIQUID,75,0,25
LIQUID,75,1,24
LIQUID,75,2,23
LIQUID,75,3,22
LIQUID,75,4,21
LIQUID,75,5,20
LIQUID,75,6,19
LIQUID,75,7,18
LIQUID,75,8,17
LIQUID,75,9,16
LIQUID,75,10,15
LIQUID,75,11,14
LIQUID,75,12,13
LIQUID,75,13,12
LIQUID,75,14,11
LIQUID,75,15,10
LIQUID,75,16,9
LIQUID,75,17,8
LIQUID,75,18,7
LIQUID,75,19,6
LIQUID,75,20,5
LIQUID,75,21,4
LIQUID,75,22,3
LIQUID,75,23,2
LIQUID,75,24,1
LIQUID,75,25,0
LIQUID,74,0,26
LIQUID,74,1,25
LIQUID,74,2,24
LIQUID,74,3,23
LIQUID,74,4,22
LIQUID,74,5,21
LIQUID,74,6,20
LIQUID,74,7,19
LIQUID,74,8,18
LIQUID,74,9,17
LIQUID,74,10,16
LIQUID,74,11,15
LIQUID,74,12,14
LIQUID,74,13,13
LIQUID,74,14,12
LIQUID,74,15,11
LIQUID,74,16,10
LIQUID,74,17,9
LIQUID,74,18,8
LIQUID,74,19,7
LIQUID,74,20,6
LIQUID,74,21,5
LIQUID,74,22,4
LIQUID,74,23,3
LIQUID,74,24,2
LIQUID,74,25,1
LIQUID,74,26,0
LIQUID,73,0,27
LIQUID,73,1,26
LIQUID,73,2,25
LIQUID,73,3,24
LIQUID,73,4,23
LIQUID,73,5,22
LIQUID,73,6,21
LIQUID,73,7,20
LIQUID,73,8,19
LIQUID,73,9,18
LIQUID,73,10,17
LIQUID,73,11,16
LIQUID,73,12,15
LIQUID,73,13,14
LIQUID,73,14,13
LIQUID,73,15,12
LIQUID,73,16,11
LIQUID,73,17,10
LIQUID,73,18,9
LIQUID,73,19,8
LIQUID,73,20,7
LIQUID,73,21,6
LIQUID,73,22,5
LIQUID,73,23,4
LIQUID,73,24,3
LIQUID,73,25,2
LIQUID,73,26,1
LIQUID,73,27,0
LIQUID,72,0,28
LIQUID,72,1,27
LIQUID,72,2,26
LIQUID,72,3,25
LIQUID,72,4,24
LIQUID,72,5,23
LIQUID,72,6,22
LIQUID,72,7,21
LIQUID,72,8,20
LIQUID,72,9,19
LIQUID,72,10,18
LIQUID,72,11,17
LIQUID,72,12,16
LIQUID,72,13,15
LIQUID,72,14,14
LIQUID,72,15,13
LIQUID,72,16,12
LIQUID,72,17,11
LIQUID,72,18,10
LIQUID,72,19,9
LIQUID,72,20,8
LIQUID,72,21,7
LIQUID,72,22,6
LIQUID,72,23,5
LIQUID,72,24,4
LIQUID,72,25,3
LIQUID,72,26,2
LIQUID,72,27,1
LIQUID,72,28,0
LIQUID,71,0,29
LIQUID,71,1,28
LIQUID,71,2,27
LIQUID,71,3,26
LIQUID,71,4,25
LIQUID,71,5,24
LIQUID,71,6,23
LIQUID,71,7,22
LIQUID,71,8,21
LIQUID,71,9,20
LIQUID,71,10,19
LIQUID,71,11,18
LIQUID,71,12,17
LIQUID,71,13,16
LIQUID,71,14,15
LIQUID,71,15,14
LIQUID,71,16,13
LIQUID,71,17,12
LIQUID,71,18,11
LIQUID,71,19,10
LIQUID,71,20,9
LIQUID,71,21,8
LIQUID,71,22,7
LIQUID,71,23,6
LIQUID,71,24,5
LIQUID,71,25,4
LIQUID,71,26,3
LIQUID,71,27,2
LIQUID,71,28,1
LIQUID,71,29,0
LIQUID,70,0,30
LIQUID,70,1,29
LIQUID,70,2,28
LIQUID,70,3,27
LIQUID,70,4,26
LIQUID,70,5,25
LIQUID,70,6,24
LIQUID,70,7,23
LIQUID,70,8,22
LIQUID,70,9,21
LIQUID,70,10,20
LIQUID,70,11,19
LIQUID,70,12,18
LIQUID,70,13,17
LIQUID,70,14,16
LIQUID,70,15,15
LIQUID,70,16,14
LIQUID,70,17,13
LIQUID,70,18,12
LIQUID,70,19,11
LIQUID,70,20,10
LIQUID,70,21,9
LIQUID,70,22,8
LIQUID,70,23,7
LIQUID,70,24,6
LIQUID,70,25,5
LIQUID,70,26,4
LIQUID,70,27,3
LIQUID,70,28,2
LIQUID,70,29,1
LIQUID,70,30,0
LIQUID,69,0,31
LIQUID,69,1,30
LIQUID,69,2,29
LIQUID,69,3,28
LIQUID,69,4,27
LIQUID,69,5,26
LIQUID,69,6,25
LIQUID,69,7,24
LIQUID,69,8,23
LIQUID,69,9,22
LIQUID,69,10,21
LIQUID,69,11,20
LIQUID,69,12,19
LIQUID,69,13,18
LIQUID,69,14,17
LIQUID,69,15,16
LIQUID,69,16,15
LIQUID,69,17,14
LIQUID,69,18,13
LIQUID,69,19,12
LIQUID,69,20,11
LIQUID,69,21,10
LIQUID,69,22,9
LIQUID,69,23,8
LIQUID,69,24,7
LIQUID,69,25,6
LIQUID,69,26,5
LIQUID,69,27,4
LIQUID,69,28,3
LIQUID,69,29,2
LIQUID,69,30,1
LIQUID,69,31,0
LIQUID,68,0,32
LIQUID,68,1,31
LIQUID,68,2,30
LIQUID,68,3,29
LIQUID,68,4,28
LIQUID,68,5,27
LIQUID,68,6,26
LIQUID,68,7,25
LIQUID,68,8,24
LIQUID,68,9,23
LIQUID,68,10,22
LIQUID,68,11,21
LIQUID,68,12,20
LIQUID,68,13,19
LIQUID,68,14,18
LIQUID,68,15,17
LIQUID,68,16,16
LIQUID,68,17,15
LIQUID,68,18,14
LIQUID,68,19,13
LIQUID,68,20,12
LIQUID,68,21,11
LIQUID,68,22,10
LIQUID,68,23,9
LIQUID,68,24,8
LIQUID,68,25,7
LIQUID,68,26,6
LIQUID,68,27,5
LIQUID,68,28,4
LIQUID,68,29,3
LIQUID,68,30,2
LIQUID,68,31,1
LIQUID,68,32,0
LIQUID,67,0,33
LIQUID,67,1,32
LIQUID,67,2,31
LIQUID,67,3,30
LIQUID,67,4,29
LIQUID,67,5,28
LIQUID,67,6,27
LIQUID,67,7,26
LIQUID,67,8,25
LIQUID,67,9,24
LIQUID,67,10,23
LIQUID,67,11,22
LIQUID,67,12,21
LIQUID,67,13,20
LIQUID,67,14,19
LIQUID,67,15,18
LIQUID,67,16,17
LIQUID,67,17,16
LIQUID,67,18,15
LIQUID,67,19,14
LIQUID,67,20,13
LIQUID,67,21,12
LIQUID,67,22,11
LIQUID,67,23,10
LIQUID,67,24,9
LIQUID,67,25,8
LIQUID,67,26,7
LIQUID,67,27,6
LIQUID,67,28,5
LIQUID,67,29,4
LIQUID,67,30,3
LIQUID,67,31,2
LIQUID,67,32,1
LIQUID,67,33,0
LIQUID,66,0,34
LIQUID,66,1,33
LIQUID,66,2,32
LIQUID,66,3,31
LIQUID,66,4,30
LIQUID,66,5,29
LIQUID,66,6,28
LIQUID,66,7,27
LIQUID,66,8,26
LIQUID,66,9,25
LIQUID,66,10,24
LIQUID,66,11,23
LIQUID,66,12,22
LIQUID,66,13,21
LIQUID,66,14,20
LIQUID,66,15,19
LIQUID,66,16,18
LIQUID,66,17,17
LIQUID,66,18,16
LIQUID,66,19,15
LIQUID,66,20,14
LIQUID,66,21,13
LIQUID,66,22,12
LIQUID,66,23,11
LIQUID,66,24,10
LIQUID,66,25,9
LIQUID,66,26,8
LIQUID,66,27,7
LIQUID,66,28,6
LIQUID,66,29,5
LIQUID,66,30,4
LIQUID,66,31,3
LIQUID,66,32,2
LIQUID,66,33,1
LIQUID,66,34,0
LIQUID,65,0,35
LIQUID,65,1,34
LIQUID,65,2,33
LIQUID,65,3,32
LIQUID,65,4,31
LIQUID,65,5,30
LIQUID,65,6,29
LIQUID,65,7,28
LIQUID,65,8,27
LIQUID,65,9,26
LIQUID,65,10,25
LIQUID,65,11,24
LIQUID,65,12,23
LIQUID,65,13,22
LIQUID,65,14,21
LIQUID,65,15,20
LIQUID,65,16,19
LIQUID,65,17,18
LIQUID,65,18,17
LIQUID,65,19,16
LIQUID,65,20,15
LIQUID,65,21,14
LIQUID,65,22,13
LIQUID,65,23,12
LIQUID,65,24,11
LIQUID,65,25,10
LIQUID,65,26,9
LIQUID,65,27,8
LIQUID,65,28,7
LIQUID,65,29,6
LIQUID,65,30,5
LIQUID,65,31,4
LIQUID,65,32,3
LIQUID,65,33,2
LIQUID,65,34,1
LIQUID,65,35,0
LIQUID,64,0,36
LIQUID,64,1,35
LIQUID,64,2,34
LIQUID,64,3,33
LIQUID,64,4,32
LIQUID,64,5,31
LIQUID,64,6,30
LIQUID,64,7,29
LIQUID,64,8,28
LIQUID,64,9,27
LIQUID,64,10,26
LIQUID,64,11,25
LIQUID,64,12,24
LIQUID,64,13,23
LIQUID,64,14,22
LIQUID,64,15,21
LIQUID,64,16,20
LIQUID,64,17,19
LIQUID,64,18,18
LIQUID,64,19,17
LIQUID,64,20,16
LIQUID,64,21,15
LIQUID,64,22,14
LIQUID,64,23,13
LIQUID,64,24,12
LIQUID,64,25,11
LIQUID,64,26,10
LIQUID,64,27,9
LIQUID,64,28,8
LIQUID,64,29,7
LIQUID,64,30,6
LIQUID,64,31,5
LIQUID,64,32,4
LIQUID,64,33,3
LIQUID,64,34,2
LIQUID,64,35,1
LIQUID,64,36,0
LIQUID,63,0,37
LIQUID,63,1,36
LIQUID,63,2,35
LIQUID,63,3,34
LIQUID,63,4,33
LIQUID,63,5,32
LIQUID,63,6,31
LIQUID,63,7,30
LIQUID,63,8,29
LIQUID,63,9,28
LIQUID,63,10,27
LIQUID,63,11,26
LIQUID,63,12,25
LIQUID,63,13,24
LIQUID,63,14,23
LIQUID,63,15,22
LIQUID,63,16,21
LIQUID,63,17,20
LIQUID,63,18,19
LIQUID,63,19,18
LIQUID,63,20,17
LIQUID,63,21,16
LIQUID,63,22,15
LIQUID,63,23,14
LIQUID,63,24,13
LIQUID,63,25,12
LIQUID,63,26,11
LIQUID,63,27,10
LIQUID,63,28,9
LIQUID,63,29,8
LIQUID,63,30,7
LIQUID,63,31,6
LIQUID,63,32,5
LIQUID,63,33,4
LIQUID,63,34,3
LIQUID,63,35,2
LIQUID,63,36,1
LIQUID,63,37,0
LIQUID,62,0,38
LIQUID,62,1,37
LIQUID,62,2,36
LIQUID,62,3,35
LIQUID,62,4,34
LIQUID,62,5,33
LIQUID,62,6,32
LIQUID,62,7,31
LIQUID,62,8,30
LIQUID,62,9,29
LIQUID,62,10,28
LIQUID,62,11,27
LIQUID,62,12,26
LIQUID,62,13,25
LIQUID,62,14,24
LIQUID,62,15,23
LIQUID,62,16,22
LIQUID,62,17,21
LIQUID,62,18,20
LIQUID,62,19,19
LIQUID,62,20,18
LIQUID,62,21,17
LIQUID,62,22,16
LIQUID,62,23,15
LIQUID,62,24,14
LIQUID,62,25,13
LIQUID,62,26,12
LIQUID,62,27,11
LIQUID,62,28,10
LIQUID,62,29,9
LIQUID,62,30,8
LIQUID,62,31,7
LIQUID,62,32,6
LIQUID,62,33,5
LIQUID,62,34,4
LIQUID,62,35,3
LIQUID,62,36,2
LIQUID,62,37,1
LIQUID,62,38,0
LIQUID,61,0,39
LIQUID,61,1,38
LIQUID,61,2,37
LIQUID,61,3,36
LIQUID,61,4,35
LIQUID,61,5,34
LIQUID,61,6,33
LIQUID,61,7,32
LIQUID,61,8,31
LIQUID,61,9,30
LIQUID,61,10,29
LIQUID,61,11,28
LIQUID,61,12,27
LIQUID,61,13,26
LIQUID,61,14,25
LIQUID,61,15,24
LIQUID,61,16,23
LIQUID,61,17,22
LIQUID,61,18,21
LIQUID,61,19,20
LIQUID,61,20,19
LIQUID,61,21,18
LIQUID,61,22,17
LIQUID,61,23,16
LIQUID,61,24,15
LIQUID,61,25,14
LIQUID,61,26,13
LIQUID,61,27,12
LIQUID,61,28,11
LIQUID,61,29,10
LIQUID,61,30,9
LIQUID,61,31,8
LIQUID,61,32,7
LIQUID,61,33,6
LIQUID,61,34,5
LIQUID,61,35,4
LIQUID,61,36,3
LIQUID,61,37,2
LIQUID,61,38,1
LIQUID,61,39,0
LIQUID,60,0,40
LIQUID,60,1,39
LIQUID,60,2,38
LIQUID,60,3,37
LIQUID,60,4,36
LIQUID,60,5,35
LIQUID,60,6,34
LIQUID,60,7,33
LIQUID,60,8,32
LIQUID,60,9,31
LIQUID,60,10,30
LIQUID,60,11,29
LIQUID,60,12,28
LIQUID,60,13,27
LIQUID,60,14,26
LIQUID,60,15,25
LIQUID,60,16,24
LIQUID,60,17,23
LIQUID,60,18,22
LIQUID,60,19,21
LIQUID,60,20,20
LIQUID,60,21,19
LIQUID,60,22,18
LIQUID,60,23,17
LIQUID,60,24,16
LIQUID,60,25,15
LIQUID,60,26,14
LIQUID,60,27,13
LIQUID,60,28,12
LIQUID,60,29,11
LIQUID,60,30,10
LIQUID,60,31,9
LIQUID,60,32,8
LIQUID,60,33,7
LIQUID,60,34,6
LIQUID,60,35,5
LIQUID,60,36,4
LIQUID,60,37,3
LIQUID,60,38,2
LIQUID,60,39,1
LIQUID,60,40,0
LIQUID,59,0,41
LIQUID,59,1,40
LIQUID,59,2,39
LIQUID,59,3,38
LIQUID,59,4,37
LIQUID,59,5,36
LIQUID,59,6,35
LIQUID,59,7,34
LIQUID,59,8,33
LIQUID,59,9,32
LIQUID,59,10,31
LIQUID,59,11,30
LIQUID,59,12,29
LIQUID,59,13,28
LIQUID,59,14,27
LIQUID,59,15,26
LIQUID,59,16,25
LIQUID,59,17,24
LIQUID,59,18,23
LIQUID,59,19,22
LIQUID,59,20,21
LIQUID,59,21,20
LIQUID,59,22,19
LIQUID,59,23,18
LIQUID,59,24,17
LIQUID,59,25,16
LIQUID,59,26,15
LIQUID,59,27,14
LIQUID,59,28,13
LIQUID,59,29,12
LIQUID,59,30,11
LIQUID,59,31,10
LIQUID,59,32,9
LIQUID,59,33,8
LIQUID,59,34,7
LIQUID,59,35,6
LIQUID,59,36,5
LIQUID,59,37,4
LIQUID,59,38,3
LIQUID,59,39,2
LIQUID,59,40,1
LIQUID,59,41,0
LIQUID,58,0,42
LIQUID,58,1,41
LIQUID,58,2,40
LIQUID,58,3,39
LIQUID,58,4,38
LIQUID,58,5,37
LIQUID,58,6,36
LIQUID,58,7,35
LIQUID,58,8,34
LIQUID,58,9,33
LIQUID,58,10,32
LIQUID,58,11,31
LIQUID,58,12,30
LIQUID,58,13,29
LIQUID,58,14,28
LIQUID,58,15,27
LIQUID,58,16,26
LIQUID,58,17,25
LIQUID,58,18,24
LIQUID,58,19,23
LIQUID,58,20,22
LIQUID,58,21,21
LIQUID,58,22,20
LIQUID,58,23,19
LIQUID,58,24,18
LIQUID,58,25,17
LIQUID,58,26,16
LIQUID,58,27,15
LIQUID,58,28,14
LIQUID,58,29,13
LIQUID,58,30,12
LIQUID,58,31,11
LIQUID,58,32,10
LIQUID,58,33,9
LIQUID,58,34,8
LIQUID,58,35,7
LIQUID,58,36,6
LIQUID,58,37,5
LIQUID,58,38,4
LIQUID,58,39,3
LIQUID,58,40,2
LIQUID,58,41,1
LIQUID,58,42,0
LIQUID,57,0,43
LIQUID,57,1,42
LIQUID,57,2,41
LIQUID,57,3,40
LIQUID,57,4,39
LIQUID,57,5,38
LIQUID,57,6,37
LIQUID,57,7,36
LIQUID,57,8,35
LIQUID,57,9,34
LIQUID,57,10,33
LIQUID,57,11,32
LIQUID,57,12,31
LIQUID,57,13,30
LIQUID,57,14,29
LIQUID,57,15,28
LIQUID,57,16,27
LIQUID,57,17,26
LIQUID,57,18,25
LIQUID,57,19,24
LIQUID,57,20,23
LIQUID,57,21,22
LIQUID,57,22,21
LIQUID,57,23,20
LIQUID,57,24,19
LIQUID,57,25,18
LIQUID,57,26,17
LIQUID,57,27,16
LIQUID,57,28,15
LIQUID,57,29,14
LIQUID,57,30,13
LIQUID,57,31,12
LIQUID,57,32,11
LIQUID,57,33,10
LIQUID,57,34,9
LIQUID,57,35,8
LIQUID,57,36,7
LIQUID,57,37,6
LIQUID,57,38,5
LIQUID,57,39,4
LIQUID,57,40,3
LIQUID,57,41,2
LIQUID,57,42,1
LIQUID,57,43,0
LIQUID,56,0,44
LIQUID,56,1,43
LIQUID,56,2,42
LIQUID,56,3,41
LIQUID,56,4,40
LIQUID,56,5,39
LIQUID,56,6,38
LIQUID,56,7,37
LIQUID,56,8,36
LIQUID,56,9,35
LIQUID,56,10,34
LIQUID,56,11,33
LIQUID,56,12,32
LIQUID,56,13,31
LIQUID,56,14,30
LIQUID,56,15,29
LIQUID,56,16,28
LIQUID,56,17,27
LIQUID,56,18,26
LIQUID,56,19,25
LIQUID,56,20,24
LIQUID,56,21,23
LIQUID,56,22,22
LIQUID,56,23,21
LIQUID,56,24,20
LIQUID,56,25,19
LIQUID,56,26,18
LIQUID,56,27,17
LIQUID,56,28,16
LIQUID,56,29,15
LIQUID,56,30,14
LIQUID,56,31,13
LIQUID,56,32,12
LIQUID,56,33,11
LIQUID,56,34,10
LIQUID,56,35,9
LIQUID,56,36,8
LIQUID,56,37,7
LIQUID,56,38,6
LIQUID,56,39,5
LIQUID,56,40,4
LIQUID,56,41,3
LIQUID,56,42,2
LIQUID,56,43,1
LIQUID,56,44,0
LIQUID,55,0,45
LIQUID,55,1,44
LIQUID,55,2,43
LIQUID,55,3,42
LIQUID,55,4,41
LIQUID,55,5,40
LIQUID,55,6,39
LIQUID,55,7,38
LIQUID,55,8,37
LIQUID,55,9,36
LIQUID,55,10,35
LIQUID,55,11,34
LIQUID,55,12,33
LIQUID,55,13,32
LIQUID,55,14,31
LIQUID,55,15,30
LIQUID,55,16,29
LIQUID,55,17,28
LIQUID,55,18,27
LIQUID,55,19,26
LIQUID,55,20,25
LIQUID,55,21,24
LIQUID,55,22,23
LIQUID,55,23,22
LIQUID,55,24,21
LIQUID,55,25,20
LIQUID,55,26,19
LIQUID,55,27,18
LIQUID,55,28,17
LIQUID,55,29,16
LIQUID,55,30,15
LIQUID,55,31,14
LIQUID,55,32,13
LIQUID,55,33,12
LIQUID,55,34,11
LIQUID,55,35,10
LIQUID,55,36,9
LIQUID,55,37,8
LIQUID,55,38,7
LIQUID,55,39,6
LIQUID,55,40,5
LIQUID,55,41,4
LIQUID,55,42,3
LIQUID,55,43,2
LIQUID,55,44,1
LIQUID,55,45,0
LIQUID,54,0,46
LIQUID,54,1,45
LIQUID,54,2,44
LIQUID,54,3,43
LIQUID,54,4,42
LIQUID,54,5,41
LIQUID,54,6,40
LIQUID,54,7,39
LIQUID,54,8,38
LIQUID,54,9,37
LIQUID,54,10,36
LIQUID,54,11,35
LIQUID,54,12,34
LIQUID,54,13,33
LIQUID,54,14,32
LIQUID,54,15,31
LIQUID,54,16,30
LIQUID,54,17,29
LIQUID,54,18,28
LIQUID,54,19,27
LIQUID,54,20,26
LIQUID,54,21,25
LIQUID,54,22,24
LIQUID,54,23,23
LIQUID,54,24,22
LIQUID,54,25,21
LIQUID,54,26,20
LIQUID,54,27,19
LIQUID,54,28,18
LIQUID,54,29,17
LIQUID,54,30,16
LIQUID,54,31,15
LIQUID,54,32,14
LIQUID,54,33,13
LIQUID,54,34,12
LIQUID,54,35,11
LIQUID,54,36,10
LIQUID,54,37,9
LIQUID,54,38,8
LIQUID,54,39,7
LIQUID,54,40,6
LIQUID,54,41,5
LIQUID,54,42,4
LIQUID,54,43,3
LIQUID,54,44,2
LIQUID,54,45,1
LIQUID,54,46,0
LIQUID,53,0,47
LIQUID,53,1,46
LIQUID,53,2,45
LIQUID,53,3,44
LIQUID,53,4,43
LIQUID,53,5,42
LIQUID,53,6,41
LIQUID,53,7,40
LIQUID,53,8,39
LIQUID,53,9,38
LIQUID,53,10,37
LIQUID,53,11,36
LIQUID,53,12,35
LIQUID,53,13,34
LIQUID,53,14,33
LIQUID,53,15,32
LIQUID,53,16,31
LIQUID,53,17,30
LIQUID,53,18,29
LIQUID,53,19,28
LIQUID,53,20,27
LIQUID,53,21,26
LIQUID,53,22,25
LIQUID,53,23,24
LIQUID,53,24,23
LIQUID,53,25,22
LIQUID,53,26,21
LIQUID,53,27,20
LIQUID,53,28,19
LIQUID,53,29,18
LIQUID,53,30,17
LIQUID,53,31,16
LIQUID,53,32,15
LIQUID,53,33,14
LIQUID,53,34,13
LIQUID,53,35,12
LIQUID,53,36,11
